Orthogroup,Leersia_perrieri,Oryza_barthii,Oryza_brachyantha,Oryza_glaberrima,Oryza_glumaepatula,Oryza_meridionalis,Oryza_nivara,Oryza_punctata,Oryza_rufipogon,Oryza_sativa_IR8,Oryza_sativa_N22,Oryza_sativa_vg_indica,Oryza_sativa_vg_japonica,Total
OG0011992,1,1,1,1,1,2,1,1,1,2,1,1,1,15
OG0011993,2,1,0,2,1,0,1,2,1,2,1,1,1,15
OG0011994,1,1,1,0,1,1,3,2,3,0,0,1,1,15
OG0011995,1,1,1,0,1,2,1,3,1,1,1,1,1,15
OG0011996,2,1,1,2,1,0,2,1,1,2,0,1,1,15
OG0011997,2,1,2,1,1,0,1,1,1,1,2,1,1,15
OG0011998,1,2,1,0,1,1,2,1,1,1,1,1,2,15
OG0011999,1,1,2,0,1,2,1,1,2,1,1,1,1,15
OG0012000,2,3,0,0,1,0,3,2,0,0,0,0,4,15
OG0012001,1,1,1,2,1,1,1,1,2,1,1,1,1,15
OG0012002,2,1,2,1,1,1,1,1,1,1,1,1,1,15
OG0012003,1,1,1,0,1,1,1,1,1,1,4,1,1,15
OG0012004,1,2,3,0,2,0,1,1,1,2,0,1,1,15
OG0012005,3,1,1,1,1,1,1,1,1,1,1,1,1,15
OG0012006,1,1,1,0,1,3,1,2,1,2,0,1,1,15
OG0012007,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012008,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012009,1,1,2,1,1,1,1,2,1,1,1,1,1,15
OG0012010,1,1,1,2,1,2,1,1,1,1,1,1,1,15
OG0012011,2,1,1,1,1,1,1,2,1,1,1,1,1,15
OG0012012,1,2,1,1,1,1,1,2,1,1,1,1,1,15
OG0012013,1,1,1,1,1,2,1,1,1,2,1,1,1,15
OG0012014,1,1,1,2,2,1,1,1,2,0,0,1,2,15
OG0012015,1,1,2,0,1,1,1,1,2,1,2,1,1,15
OG0012016,1,1,2,1,1,1,1,2,1,1,1,1,1,15
OG0012017,2,1,3,1,1,0,1,1,1,1,1,1,1,15
OG0012018,1,1,0,1,2,2,1,1,1,1,2,1,1,15
OG0012019,2,1,1,1,1,1,1,1,1,1,1,1,2,15
OG0012020,1,1,3,1,1,1,1,1,1,1,1,1,1,15
OG0012021,1,1,1,1,1,1,3,1,1,1,1,1,1,15
OG0012022,1,2,0,2,2,0,1,0,2,1,1,1,2,15
OG0012023,3,1,1,1,1,1,1,1,1,1,1,1,1,15
OG0012024,1,1,4,1,1,1,1,0,1,1,1,1,1,15
OG0012025,2,1,1,1,1,1,1,1,2,1,1,1,1,15
OG0012026,1,1,1,1,1,1,1,2,2,1,1,1,1,15
OG0012027,1,1,1,1,2,1,2,1,1,0,1,1,2,15
OG0012028,1,1,1,1,1,1,1,1,1,2,1,1,2,15
OG0012029,2,1,3,1,1,1,1,1,1,1,0,1,1,15
OG0012030,1,1,1,1,1,1,1,1,1,1,3,1,1,15
OG0012031,2,1,1,1,2,1,2,1,2,0,0,1,1,15
OG0012032,2,1,0,1,1,1,1,1,1,2,2,1,1,15
OG0012033,1,1,1,1,1,2,3,0,2,0,1,1,1,15
OG0012034,1,1,2,1,2,0,1,2,1,1,1,1,1,15
OG0012035,1,1,1,1,0,2,2,1,0,2,3,1,0,15
OG0012036,1,1,1,1,1,1,1,1,1,1,2,1,2,15
OG0012037,1,1,1,1,1,1,2,1,2,1,1,1,1,15
OG0012038,1,1,1,1,1,2,1,1,1,1,2,1,1,15
OG0012039,3,1,0,1,1,1,1,1,1,1,1,2,1,15
OG0012040,2,1,2,1,1,2,1,1,1,0,1,1,1,15
OG0012041,1,1,0,1,1,4,1,1,1,2,0,1,1,15
OG0012042,1,2,1,1,2,0,1,1,1,3,0,1,1,15
OG0012043,1,1,1,1,1,1,2,1,1,1,2,1,1,15
OG0012044,1,2,0,2,1,1,2,0,1,1,1,1,2,15
OG0012045,2,1,2,1,1,1,1,1,1,1,1,1,1,15
OG0012046,3,1,1,1,1,1,1,1,1,1,1,1,1,15
OG0012047,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012048,1,1,1,1,1,1,1,1,3,1,1,1,1,15
OG0012049,2,1,1,1,1,2,1,1,2,0,0,1,2,15
OG0012050,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012051,2,1,2,1,1,1,1,1,1,1,1,1,1,15
OG0012052,1,1,2,1,1,1,2,1,1,1,1,1,1,15
OG0012053,1,1,1,1,1,2,2,1,1,1,1,1,1,15
OG0012054,1,1,2,1,2,1,1,1,1,1,1,1,1,15
OG0012055,1,1,1,1,1,0,1,1,1,1,4,1,1,15
OG0012056,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012057,1,1,1,1,1,1,1,1,1,1,1,1,3,15
OG0012058,1,1,2,1,1,1,1,2,1,1,1,1,1,15
OG0012059,1,2,1,2,1,2,1,1,1,0,1,1,1,15
OG0012060,1,1,2,1,1,2,1,1,1,2,0,1,1,15
OG0012061,1,2,1,1,1,1,1,2,1,1,1,1,1,15
OG0012062,2,2,1,1,1,1,1,1,1,1,1,1,1,15
OG0012063,1,1,1,1,1,2,1,1,1,2,1,1,1,15
OG0012064,2,1,1,0,1,1,1,2,1,1,1,1,2,15
OG0012065,1,1,1,0,1,1,1,1,1,2,2,2,1,15
OG0012066,1,1,1,1,2,1,1,1,1,1,1,1,2,15
OG0012067,3,1,2,1,1,1,1,1,1,0,1,1,1,15
OG0012068,1,1,1,1,2,1,2,1,1,1,0,1,2,15
OG0012069,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012070,1,1,1,1,1,1,1,1,1,0,3,2,1,15
OG0012071,1,1,0,1,2,1,1,1,1,1,4,0,1,15
OG0012072,1,2,1,1,1,1,2,1,1,1,1,1,1,15
OG0012073,1,1,1,1,2,1,1,1,2,1,1,1,1,15
OG0012074,3,1,1,1,1,1,1,1,1,1,1,1,1,15
OG0012075,2,1,2,1,2,1,1,1,1,0,1,1,1,15
OG0012076,2,2,1,1,1,1,1,2,1,1,0,1,1,15
OG0012077,1,1,1,1,1,2,1,2,1,1,1,1,1,15
OG0012078,1,1,1,1,2,1,1,2,1,1,1,1,1,15
OG0012079,1,1,1,1,1,1,1,1,1,3,1,1,1,15
OG0012080,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012081,1,1,3,1,1,1,1,1,1,1,1,1,1,15
OG0012082,1,1,2,1,1,2,1,1,2,1,1,0,1,15
OG0012083,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012084,1,2,1,1,2,1,1,1,1,1,1,1,1,15
OG0012085,2,1,1,1,1,1,1,2,1,1,1,1,1,15
OG0012086,3,1,1,1,2,0,1,2,1,1,0,1,1,15
OG0012087,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012088,3,1,1,1,1,1,1,1,1,1,1,1,1,15
OG0012089,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012090,1,1,1,1,1,2,2,1,1,1,1,1,1,15
OG0012091,2,1,1,1,1,1,1,2,1,1,1,1,1,15
OG0012092,2,1,1,1,1,1,2,1,1,1,1,1,1,15
OG0012093,1,1,1,1,0,1,1,1,3,2,1,1,1,15
OG0012094,1,1,1,1,1,1,1,2,1,2,1,1,1,15
OG0012095,1,1,2,1,1,1,0,3,1,0,0,1,3,15
OG0012096,1,1,1,1,1,3,1,1,1,1,1,1,1,15
OG0012097,1,2,1,0,1,0,1,1,1,3,2,1,1,15
OG0012098,1,1,2,1,1,1,1,1,1,3,0,1,1,15
OG0012099,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012100,1,1,1,1,1,1,1,1,1,3,1,1,1,15
OG0012101,2,1,1,1,1,2,1,1,1,1,1,1,1,15
OG0012102,1,1,1,1,2,1,1,0,1,1,1,1,3,15
OG0012103,1,1,1,1,1,2,1,1,1,2,1,1,1,15
OG0012104,1,1,1,1,1,3,1,1,1,1,1,1,1,15
OG0012105,1,1,2,1,1,1,1,2,1,1,1,1,1,15
OG0012106,1,1,1,1,1,2,1,1,1,1,1,1,2,15
OG0012107,2,1,2,1,1,1,1,1,1,1,1,1,1,15
OG0012108,1,1,1,1,1,1,1,1,1,3,1,1,1,15
OG0012109,1,1,2,1,1,1,1,2,1,1,1,1,1,15
OG0012110,1,1,3,1,1,0,1,1,1,2,1,1,1,15
OG0012111,3,1,2,1,0,0,1,2,1,1,1,1,1,15
OG0012112,1,1,3,1,2,0,1,1,1,1,1,1,1,15
OG0012113,2,1,1,1,1,1,1,2,1,1,1,1,1,15
OG0012114,3,1,1,1,1,1,1,1,1,1,1,1,1,15
OG0012115,1,0,1,1,1,2,1,1,1,1,3,1,1,15
OG0012116,1,1,2,1,1,1,1,2,1,1,1,1,1,15
OG0012117,1,1,1,1,1,2,2,1,1,1,0,1,2,15
OG0012118,1,2,2,1,1,1,1,1,1,2,0,1,1,15
OG0012119,2,1,1,1,2,1,1,1,1,1,1,1,1,15
OG0012120,1,1,2,1,1,1,1,1,1,2,1,1,1,15
OG0012121,1,1,1,1,1,4,1,1,1,1,0,1,1,15
OG0012122,2,2,3,0,1,1,1,2,1,0,0,1,1,15
OG0012123,1,1,1,1,1,2,1,1,1,1,1,1,2,15
OG0012124,2,1,2,1,1,1,1,1,1,1,1,1,1,15
OG0012125,1,1,1,1,1,1,1,1,1,3,1,1,1,15
OG0012126,2,1,2,1,1,2,1,1,1,1,0,1,1,15
OG0012127,1,1,1,0,1,1,2,2,1,2,1,1,1,15
OG0012128,2,1,1,1,1,1,2,1,1,1,1,1,1,15
OG0012129,1,1,1,1,1,0,2,1,1,2,2,1,1,15
OG0012130,2,1,1,1,1,0,1,1,1,2,2,1,1,15
OG0012131,1,1,1,0,1,1,1,1,1,3,2,1,1,15
OG0012132,1,1,1,1,1,2,1,1,1,2,1,1,1,15
OG0012133,2,1,2,0,1,1,1,1,1,2,1,1,1,15
OG0012134,1,1,1,1,1,0,1,1,2,1,1,1,3,15
OG0012135,1,2,1,1,1,1,1,1,1,3,0,1,1,15
OG0012136,2,1,1,1,1,1,0,2,1,0,0,3,2,15
OG0012137,1,1,3,1,1,1,1,1,1,1,1,1,1,15
OG0012138,1,1,1,1,1,3,1,1,1,1,1,1,1,15
OG0012139,1,1,2,1,1,1,1,1,1,2,1,1,1,15
OG0012140,1,1,1,1,1,1,1,1,1,0,4,1,1,15
OG0012141,1,1,3,1,1,1,1,1,1,1,1,1,1,15
OG0012142,2,1,0,1,1,4,1,0,1,1,1,1,1,15
OG0012143,1,1,1,2,2,1,2,1,1,1,0,1,1,15
OG0012144,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012145,1,2,1,2,1,1,1,1,1,1,1,1,1,15
OG0012146,1,1,2,1,1,2,1,1,1,1,1,1,1,15
OG0012147,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012148,2,1,1,1,1,1,1,1,1,2,1,1,1,15
OG0012149,1,1,2,1,1,2,0,0,1,2,2,1,1,15
OG0012150,1,1,1,1,2,1,1,1,1,1,1,1,2,15
OG0012151,2,1,2,1,1,1,1,1,1,1,1,1,1,15
OG0012152,1,1,2,1,1,1,1,2,1,1,1,1,1,15
OG0012153,1,1,0,1,1,0,1,2,1,1,4,1,1,15
OG0012154,1,1,1,1,1,1,2,1,1,1,2,1,1,15
OG0012155,1,1,0,1,1,1,1,1,1,4,1,1,1,15
OG0012156,1,1,1,1,1,1,1,2,1,0,3,1,1,15
OG0012157,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012158,1,1,1,0,1,1,1,1,1,2,3,1,1,15
OG0012159,1,1,1,0,1,2,1,3,1,1,1,1,1,15
OG0012160,1,1,1,1,1,1,1,2,1,2,1,1,1,15
OG0012161,1,1,1,1,1,1,1,1,1,1,2,1,2,15
OG0012162,1,1,2,1,2,1,1,1,1,1,1,1,1,15
OG0012163,1,1,3,1,1,0,2,1,1,1,1,1,1,15
OG0012164,1,1,0,1,1,1,1,1,1,0,5,1,1,15
OG0012165,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012166,1,1,1,1,2,1,2,1,1,1,1,1,1,15
OG0012167,2,2,1,2,1,0,0,1,0,2,2,2,0,15
OG0012168,1,1,1,1,1,2,1,1,1,1,1,1,2,15
OG0012169,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012170,1,1,2,1,1,1,1,2,1,1,1,1,1,15
OG0012171,1,1,1,1,1,1,1,1,1,1,3,1,1,15
OG0012172,2,1,1,1,1,1,1,1,1,1,2,1,1,15
OG0012173,1,1,2,1,1,1,2,1,1,1,1,1,1,15
OG0012174,3,1,1,1,1,1,1,1,1,1,1,1,1,15
OG0012175,1,1,1,1,1,1,1,2,1,2,1,1,1,15
OG0012176,2,1,1,1,1,1,1,2,1,1,1,1,1,15
OG0012177,1,2,0,1,1,1,2,2,1,1,0,1,2,15
OG0012178,1,1,1,1,1,2,2,2,1,1,0,1,1,15
OG0012179,2,1,1,1,1,2,1,1,1,1,1,1,1,15
OG0012180,1,1,1,1,3,1,1,1,1,1,1,1,1,15
OG0012181,1,1,1,1,1,1,2,1,1,1,1,1,2,15
OG0012182,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012183,1,1,1,1,1,2,1,2,1,1,1,1,1,15
OG0012184,3,1,1,1,1,1,1,1,1,1,1,1,1,15
OG0012185,1,1,4,0,1,1,1,1,1,1,1,1,1,15
OG0012186,1,1,0,1,1,1,1,1,2,2,2,1,1,15
OG0012187,1,1,1,1,1,0,1,1,1,2,2,1,2,15
OG0012188,2,1,2,1,1,1,1,1,1,0,2,1,1,15
OG0012189,1,1,1,0,2,1,2,1,1,1,1,1,2,15
OG0012190,1,1,2,0,1,1,2,1,1,1,2,1,1,15
OG0012191,2,0,1,0,1,2,1,0,2,1,1,2,2,15
OG0012192,2,1,1,0,1,1,1,1,1,2,2,1,1,15
OG0012193,1,1,1,1,1,1,1,1,1,1,3,1,1,15
OG0012194,1,1,1,1,1,2,1,2,1,1,1,1,1,15
OG0012195,1,1,1,1,1,1,1,1,1,1,1,1,3,15
OG0012196,1,2,1,1,1,0,2,1,1,1,1,1,2,15
OG0012197,2,1,1,1,1,1,1,1,1,1,1,1,2,15
OG0012198,1,1,1,1,1,1,1,1,1,1,1,1,3,15
OG0012199,2,1,1,0,1,1,1,1,1,2,2,1,1,15
OG0012200,1,1,1,1,1,1,2,1,1,2,1,1,1,15
OG0012201,1,1,2,1,1,1,1,1,1,2,1,1,1,15
OG0012202,1,1,2,0,1,1,2,1,2,1,1,1,1,15
OG0012203,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012204,1,1,3,1,1,1,1,1,1,1,1,1,1,15
OG0012205,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012206,1,1,1,1,1,1,2,1,1,1,1,1,2,15
OG0012207,1,1,1,1,1,1,2,1,1,1,2,1,1,15
OG0012208,2,1,1,1,1,1,1,1,2,1,1,1,1,15
OG0012209,1,1,1,1,1,1,2,1,1,1,1,2,1,15
OG0012210,1,1,1,1,1,3,1,1,1,1,1,1,1,15
OG0012211,1,1,1,1,1,1,1,2,2,1,1,1,1,15
OG0012212,2,1,1,1,1,2,1,2,1,0,1,1,1,15
OG0012213,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012214,1,2,4,0,0,0,0,1,1,2,2,1,1,15
OG0012215,1,1,0,1,1,1,1,0,1,3,4,1,0,15
OG0012216,2,1,2,1,1,0,1,1,1,1,2,1,1,15
OG0012217,2,1,2,1,1,1,1,1,1,1,1,1,1,15
OG0012218,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012219,2,1,1,1,1,1,1,1,1,2,1,1,1,15
OG0012220,1,1,1,1,1,1,1,3,1,1,1,1,1,15
OG0012221,1,1,2,1,1,1,1,2,1,1,1,1,1,15
OG0012222,2,1,1,1,1,1,1,2,1,1,1,1,1,15
OG0012223,1,1,1,1,1,2,1,1,2,1,1,1,1,15
OG0012224,1,1,1,1,1,1,1,2,1,2,1,1,1,15
OG0012225,1,1,1,1,1,0,1,1,3,2,1,1,1,15
OG0012226,1,1,1,1,1,1,1,2,1,2,1,1,1,15
OG0012227,1,1,1,1,1,1,1,1,2,2,1,1,1,15
OG0012228,1,1,1,1,1,0,1,2,1,2,2,1,1,15
OG0012229,1,1,1,1,1,1,1,2,1,1,1,1,2,15
OG0012230,1,1,1,1,1,2,1,2,1,2,0,1,1,15
OG0012231,1,1,1,1,1,1,3,1,1,1,1,1,1,15
OG0012232,1,1,1,1,1,3,1,1,1,1,1,1,1,15
OG0012233,2,1,1,1,1,1,1,2,1,1,1,1,1,15
OG0012234,2,1,1,1,1,1,1,1,2,1,1,1,1,15
OG0012235,1,1,3,1,1,1,1,1,1,1,1,1,1,15
OG0012236,1,1,2,1,1,1,1,1,2,0,2,1,1,15
OG0012237,3,1,0,1,2,0,1,1,1,1,1,1,2,15
OG0012238,2,1,1,1,1,1,1,1,1,1,1,1,2,15
OG0012239,2,1,1,1,1,1,1,1,1,2,1,1,1,15
OG0012240,2,1,0,1,2,2,1,1,1,1,1,1,1,15
OG0012241,2,1,1,1,1,1,1,1,1,2,1,1,1,15
OG0012242,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012243,1,1,1,1,1,2,1,1,1,1,2,1,1,15
OG0012244,2,1,1,2,1,0,2,1,1,1,0,1,2,15
OG0012245,1,1,1,1,2,1,1,1,1,2,1,1,1,15
OG0012246,1,1,2,1,2,1,1,1,1,1,1,1,1,15
OG0012247,2,1,2,1,1,1,1,1,1,1,1,1,1,15
OG0012248,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012249,1,1,2,1,1,0,1,1,1,2,2,1,1,15
OG0012250,2,1,1,1,1,2,1,1,1,1,1,1,1,15
OG0012251,1,1,1,1,1,1,1,1,1,1,1,1,3,15
OG0012252,1,2,0,2,1,1,1,2,1,1,1,1,1,15
OG0012253,1,1,1,2,1,1,1,2,1,1,1,1,1,15
OG0012254,1,1,1,1,1,1,1,1,1,1,3,1,1,15
OG0012255,2,1,1,1,1,2,1,1,2,1,0,1,1,15
OG0012256,3,1,1,1,1,1,1,1,1,1,1,1,1,15
OG0012257,1,1,1,1,1,3,1,1,1,1,1,1,1,15
OG0012258,1,0,0,1,1,1,2,1,2,1,3,1,1,15
OG0012259,4,1,2,1,1,1,1,0,1,1,0,1,1,15
OG0012260,1,1,0,1,1,1,1,1,2,1,3,1,1,15
OG0012261,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012262,1,2,1,2,1,1,1,1,1,1,1,1,1,15
OG0012263,1,1,1,1,1,1,2,1,2,1,1,1,1,15
OG0012264,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012265,1,1,1,1,1,1,1,2,1,1,2,1,1,15
OG0012266,1,1,1,1,1,3,1,2,1,0,1,1,1,15
OG0012267,2,1,1,1,1,1,1,1,2,1,1,1,1,15
OG0012268,1,1,4,1,1,1,1,1,2,0,0,1,1,15
OG0012269,2,2,0,2,1,0,1,1,4,0,0,2,0,15
OG0012270,1,1,1,1,1,1,1,1,1,1,3,1,1,15
OG0012271,1,1,1,1,1,1,1,1,1,2,1,2,1,15
OG0012272,2,1,1,1,1,2,1,1,1,1,1,1,1,15
OG0012273,1,1,1,1,1,1,1,1,1,2,1,2,1,15
OG0012274,2,1,2,1,1,1,1,1,1,1,1,1,1,15
OG0012275,1,1,2,1,1,1,2,1,1,1,1,1,1,15
OG0012276,1,1,1,1,1,1,1,2,1,1,1,1,2,15
OG0012277,2,1,2,1,1,1,1,1,1,1,1,1,1,15
OG0012278,3,1,1,1,1,1,1,1,1,1,1,1,1,15
OG0012279,2,1,1,1,1,2,1,1,1,1,1,1,1,15
OG0012280,1,1,1,1,1,1,1,1,1,3,1,1,1,15
OG0012281,1,1,2,1,1,1,1,1,1,1,2,1,1,15
OG0012282,1,2,2,1,1,1,1,1,1,1,1,1,1,15
OG0012283,1,1,1,1,1,1,1,1,1,3,1,1,1,15
OG0012284,1,1,0,1,1,1,1,1,1,1,4,1,1,15
OG0012285,2,1,1,1,1,2,1,1,1,1,1,1,1,15
OG0012286,1,1,1,1,1,2,1,2,1,1,1,1,1,15
OG0012287,1,1,1,1,1,2,1,1,1,1,2,1,1,15
OG0012288,1,1,1,1,1,2,1,1,1,2,1,1,1,15
OG0012289,1,1,1,2,1,1,2,1,2,1,0,1,1,15
OG0012290,1,1,1,1,1,1,1,1,1,3,1,1,1,15
OG0012291,1,1,1,1,1,2,1,2,1,1,1,1,1,15
OG0012292,1,1,1,0,1,1,1,2,1,2,2,1,1,15
OG0012293,2,1,1,2,1,1,1,1,1,1,1,1,1,15
OG0012294,2,1,1,1,1,1,1,2,1,1,1,1,1,15
OG0012295,1,1,1,2,2,1,1,1,1,1,1,1,1,15
OG0012296,1,1,1,1,1,1,1,1,1,2,1,1,2,15
OG0012297,1,1,1,1,1,1,1,2,1,2,1,1,1,15
OG0012298,1,1,2,1,1,2,1,1,1,1,1,1,1,15
OG0012299,1,1,1,1,1,0,1,1,1,2,2,2,1,15
OG0012300,1,1,2,1,1,1,2,1,1,1,1,1,1,15
OG0012301,1,1,2,1,1,0,1,1,1,2,2,1,1,15
OG0012302,1,1,2,1,1,1,1,2,1,1,1,1,1,15
OG0012303,1,1,3,1,1,1,1,1,1,1,1,1,1,15
OG0012304,1,1,1,1,2,1,1,2,1,1,1,1,1,15
OG0012305,1,1,0,1,2,1,1,2,1,1,1,2,1,15
OG0012306,1,1,2,1,1,1,1,2,1,1,1,1,1,15
OG0012307,1,1,1,1,1,3,1,1,1,1,1,1,1,15
OG0012308,2,1,1,1,1,1,1,1,1,1,1,1,2,15
OG0012309,2,1,1,1,1,1,1,2,1,1,1,1,1,15
OG0012310,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012311,1,1,1,1,1,1,2,1,1,2,1,1,1,15
OG0012312,1,1,2,1,1,1,1,1,1,1,2,1,1,15
OG0012313,1,1,1,1,1,1,3,1,1,1,1,1,1,15
OG0012314,2,1,1,1,1,1,1,1,1,1,1,2,1,15
OG0012315,1,1,3,1,1,0,1,2,1,1,1,1,1,15
OG0012316,2,1,1,1,1,2,1,1,1,1,1,1,1,15
OG0012317,1,1,1,1,1,3,1,1,1,1,1,1,1,15
OG0012318,2,1,2,1,1,1,1,1,1,1,1,1,1,15
OG0012319,1,2,0,1,2,0,2,2,2,1,1,1,0,15
OG0012320,2,1,2,1,1,1,1,1,1,1,1,1,1,15
OG0012321,1,1,2,1,1,1,1,2,1,1,1,1,1,15
OG0012322,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012323,1,1,3,1,1,1,1,1,1,1,1,1,1,15
OG0012324,2,1,0,1,5,3,1,0,0,1,1,0,0,15
OG0012325,1,1,1,2,2,0,2,1,1,1,1,1,1,15
OG0012326,1,1,2,1,1,2,1,1,1,1,1,1,1,15
OG0012327,1,2,1,2,2,1,1,1,1,0,0,1,2,15
OG0012328,1,1,1,1,1,1,1,1,1,1,3,1,1,15
OG0012329,1,1,1,1,1,1,1,1,1,1,1,1,3,15
OG0012330,1,1,2,1,1,2,1,1,1,1,1,1,1,15
OG0012331,2,1,2,1,1,1,1,1,1,1,1,1,1,15
OG0012332,2,1,1,1,1,1,1,1,1,1,1,2,1,15
OG0012333,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012334,1,1,2,1,1,2,1,1,1,1,1,1,1,15
OG0012335,1,1,2,1,1,1,1,1,1,2,1,1,1,15
OG0012336,2,1,2,1,1,2,1,0,1,2,1,0,1,15
OG0012337,2,1,1,1,1,2,1,1,1,1,1,1,1,15
OG0012338,4,1,0,1,1,1,1,1,1,1,1,1,1,15
OG0012339,1,1,3,0,1,1,1,1,1,2,0,2,1,15
OG0012340,1,1,1,1,2,2,1,1,1,1,1,1,1,15
OG0012341,1,1,1,1,1,4,1,2,0,0,1,1,1,15
OG0012342,3,1,1,1,1,2,1,1,1,1,1,0,1,15
OG0012343,1,1,1,1,2,1,1,1,1,1,2,1,1,15
OG0012344,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012345,1,1,1,1,1,0,2,1,1,2,2,1,1,15
OG0012346,2,1,1,1,3,0,1,2,1,1,0,1,1,15
OG0012347,1,2,0,0,2,1,2,1,1,1,1,2,1,15
OG0012348,1,1,1,1,1,1,1,1,1,1,1,1,3,15
OG0012349,1,1,1,1,1,1,1,1,1,2,1,1,2,15
OG0012350,1,1,1,1,1,1,1,1,1,1,3,1,1,15
OG0012351,1,2,1,2,1,1,2,1,1,1,0,1,1,15
OG0012352,1,1,3,2,1,0,1,1,1,1,1,1,1,15
OG0012353,1,1,1,1,1,1,1,1,1,1,2,2,1,15
OG0012354,1,1,1,1,1,0,1,1,1,3,2,1,1,15
OG0012355,2,1,1,2,1,0,1,1,1,1,1,2,1,15
OG0012356,1,1,1,1,1,2,0,1,1,2,1,1,2,15
OG0012357,1,1,1,1,1,1,1,3,1,1,1,1,1,15
OG0012358,1,1,2,1,1,1,1,1,1,2,1,1,1,15
OG0012359,1,1,1,1,1,2,1,1,1,1,1,1,2,15
OG0012360,1,1,1,2,1,3,1,1,1,0,1,1,1,15
OG0012361,1,1,1,1,1,3,1,1,1,1,1,1,1,15
OG0012362,1,1,2,1,2,1,1,1,1,1,1,1,1,15
OG0012363,1,1,1,1,1,1,1,1,1,1,2,1,2,15
OG0012364,1,1,1,1,1,1,1,3,1,1,1,1,1,15
OG0012365,1,1,1,1,1,2,1,2,1,1,1,1,1,15
OG0012366,2,1,1,0,1,1,2,2,1,1,1,1,1,15
OG0012367,1,1,1,0,2,1,1,1,1,2,1,1,2,15
OG0012368,2,1,1,0,2,2,1,1,1,0,2,1,1,15
OG0012369,3,2,0,0,1,1,1,2,1,1,1,1,1,15
OG0012370,1,1,2,1,1,1,1,1,2,1,1,1,1,15
OG0012371,1,1,1,1,1,1,1,1,1,1,3,1,1,15
OG0012372,4,1,0,0,1,1,1,1,1,1,1,1,2,15
OG0012373,1,1,0,1,1,1,1,2,1,1,3,1,1,15
OG0012374,1,1,1,1,0,3,0,0,1,2,3,1,1,15
OG0012375,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012376,2,1,2,1,1,1,1,1,1,1,1,1,1,15
OG0012377,1,1,1,1,1,0,1,1,1,1,4,1,1,15
OG0012378,1,1,0,2,2,0,1,0,1,1,3,2,1,15
OG0012379,1,1,1,1,1,1,1,1,1,1,1,3,1,15
OG0012380,1,1,1,1,2,1,1,2,1,1,1,1,1,15
OG0012381,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012382,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012383,1,1,1,1,2,1,1,2,1,1,1,1,1,15
OG0012384,3,1,0,1,3,0,1,1,1,1,1,1,1,15
OG0012385,1,1,1,1,1,1,3,1,2,1,1,1,0,15
OG0012386,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012387,2,1,1,1,1,1,1,1,1,2,1,1,1,15
OG0012388,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012389,1,1,1,1,1,1,1,1,1,3,1,1,1,15
OG0012390,2,1,2,1,1,1,1,1,1,1,1,1,1,15
OG0012391,1,1,1,1,1,1,1,1,1,1,3,1,1,15
OG0012392,2,1,1,1,1,0,2,1,1,2,1,1,1,15
OG0012393,1,1,1,1,1,1,1,1,1,2,2,1,1,15
OG0012394,1,1,1,0,2,1,2,2,1,2,0,1,1,15
OG0012395,1,1,1,0,1,1,2,2,1,2,1,1,1,15
OG0012396,4,1,1,0,1,1,1,1,1,1,1,1,1,15
OG0012397,1,1,1,0,2,0,1,1,1,2,3,1,1,15
OG0012398,1,2,1,0,1,1,1,1,1,2,2,1,1,15
