Orthogroup,Leersia_perrieri,Oryza_barthii,Oryza_brachyantha,Oryza_glaberrima,Oryza_glumaepatula,Oryza_meridionalis,Oryza_nivara,Oryza_punctata,Oryza_rufipogon,Oryza_sativa_IR8,Oryza_sativa_N22,Oryza_sativa_vg_indica,Oryza_sativa_vg_japonica,Total
OG0007294,2,1,3,1,1,1,2,2,1,2,2,1,1,20
OG0007295,4,1,0,1,1,1,1,1,1,4,3,1,1,20
OG0007296,1,2,1,1,1,2,2,0,2,2,2,2,2,20
OG0007297,2,1,1,2,2,1,1,2,3,3,0,1,1,20
OG0007298,2,1,1,1,1,5,1,2,1,1,2,1,1,20
OG0007299,2,1,3,1,2,2,1,3,1,1,1,1,1,20
OG0007300,1,2,1,1,2,1,2,1,1,3,2,1,2,20
OG0007301,1,1,1,2,2,0,2,1,1,3,3,1,2,20
OG0007302,1,2,3,2,1,2,1,1,1,2,2,1,1,20
OG0007303,3,1,1,1,4,1,1,2,1,1,1,1,2,20
OG0007304,2,1,2,1,2,2,1,2,1,1,1,2,2,20
OG0007305,1,1,1,1,2,1,2,1,4,2,2,1,1,20
OG0007307,1,1,1,0,2,0,1,2,2,3,3,1,3,20
OG0007308,1,1,1,1,1,2,1,2,2,5,1,1,1,20
OG0007309,2,1,1,3,2,1,1,1,1,1,1,3,2,20
OG0007310,2,1,1,1,1,2,2,1,1,2,2,1,3,20
OG0007311,1,2,1,2,2,2,2,1,2,1,0,2,2,20
OG0007312,3,1,2,1,1,4,1,1,1,1,2,1,1,20
OG0007313,1,1,0,0,1,5,1,1,1,3,3,2,1,20
OG0007314,1,1,1,1,1,1,4,1,2,3,2,1,1,20
OG0007315,2,1,2,1,2,3,1,1,1,2,1,1,2,20
OG0007316,1,1,4,1,2,1,1,2,2,1,2,1,1,20
OG0007317,1,2,1,2,2,0,2,1,1,4,2,1,1,20
OG0007318,2,0,2,0,2,0,2,3,1,2,1,2,3,20
OG0007319,1,1,1,1,1,1,1,3,1,1,6,1,1,20
OG0007320,5,1,1,1,1,1,1,1,1,3,2,1,1,20
OG0007321,5,1,3,1,1,0,1,1,1,2,2,1,1,20
OG0007322,4,1,2,1,1,1,1,1,1,3,2,1,1,20
OG0007323,2,1,1,2,2,2,1,1,1,2,2,1,2,20
OG0007324,1,1,5,2,1,1,1,1,1,2,2,1,1,20
OG0007325,1,1,6,1,1,0,1,1,1,1,1,1,4,20
OG0007326,1,1,1,1,1,4,2,1,1,3,2,1,1,20
OG0007327,2,1,3,1,1,3,1,2,1,1,2,1,1,20
OG0007328,2,4,2,1,2,1,1,1,2,1,1,1,1,20
OG0007329,5,1,0,0,1,5,2,1,1,1,1,1,1,20
OG0007330,2,1,3,1,1,2,1,1,0,3,3,1,1,20
OG0007331,2,1,1,3,1,2,2,2,1,2,1,1,1,20
OG0007332,2,1,1,1,1,3,1,1,1,2,2,1,3,20
OG0007333,1,2,1,1,2,3,1,1,2,1,1,1,3,20
OG0007334,1,2,1,3,1,1,1,5,1,1,1,1,1,20
OG0007335,2,1,3,1,2,3,1,2,1,1,1,1,1,20
OG0007336,1,1,5,1,1,1,1,1,3,2,1,1,1,20
OG0007337,1,1,0,2,4,1,1,1,2,1,2,2,2,20
OG0007338,2,2,2,0,1,3,1,2,1,2,1,1,2,20
OG0007339,1,2,1,1,1,3,2,4,1,1,1,1,1,20
OG0007340,3,1,0,1,1,2,5,1,1,1,1,1,2,20
OG0007341,1,1,6,1,2,1,2,1,1,1,1,0,2,20
OG0007342,5,1,1,1,1,0,1,1,1,3,2,1,2,20
OG0007343,1,2,1,2,2,0,2,2,2,3,2,0,1,20
OG0007344,2,1,1,2,2,0,2,2,2,1,2,2,1,20
OG0007345,1,2,1,1,1,2,2,2,1,2,2,2,1,20
OG0007346,1,1,2,1,1,4,1,1,2,3,1,1,1,20
OG0007347,1,1,1,2,1,3,2,0,2,2,2,2,1,20
OG0007348,2,1,0,1,0,1,3,4,2,1,1,1,3,20
OG0007349,1,2,2,2,2,1,2,1,2,1,1,1,2,20
OG0007350,1,1,3,1,1,1,2,1,1,2,4,1,1,20
OG0007351,1,1,4,1,3,1,1,1,2,2,1,1,1,20
OG0007352,1,2,2,1,5,0,1,2,1,2,1,1,1,20
OG0007353,1,2,2,2,2,2,0,2,2,2,0,2,1,20
OG0007354,6,1,0,1,2,2,0,2,2,0,0,2,2,20
OG0007355,3,1,1,1,1,0,1,1,1,4,4,1,1,20
OG0007356,1,1,4,1,2,4,1,1,1,1,1,1,1,20
OG0007357,1,2,0,2,2,1,2,1,4,1,1,1,2,20
OG0007358,1,2,0,2,4,1,2,1,1,2,1,2,1,20
OG0007359,2,1,2,1,1,1,1,2,2,3,2,1,1,20
OG0007360,1,1,1,2,1,1,1,1,1,5,3,1,1,20
OG0007361,1,1,1,1,2,1,3,1,1,3,2,2,1,20
OG0007362,3,2,1,0,1,3,1,0,1,4,1,1,2,20
OG0007364,1,1,2,0,2,3,2,1,2,2,1,1,2,20
OG0007365,1,3,1,0,2,1,0,2,4,3,1,1,1,20
OG0007366,1,1,1,1,1,2,4,2,1,3,1,1,1,20
OG0007367,2,2,2,0,1,1,1,2,1,3,3,1,1,20
OG0007368,2,1,1,0,2,2,2,1,1,0,5,1,2,20
OG0007369,2,1,1,1,1,1,2,2,1,3,3,1,1,20
OG0007370,3,1,2,1,2,0,1,2,1,3,2,1,1,20
OG0007371,1,2,3,2,2,0,1,4,1,1,1,1,1,20
OG0007372,1,1,3,2,2,1,1,2,1,2,2,1,1,20
OG0007373,2,1,2,2,1,1,1,2,2,1,2,1,2,20
OG0007374,4,1,2,0,0,6,0,3,0,2,2,0,0,20
OG0007375,2,2,2,1,1,2,2,2,0,2,1,1,2,20
OG0007376,1,2,1,2,1,1,2,0,2,2,2,2,2,20
OG0007377,3,1,1,1,2,0,1,1,1,3,3,1,2,20
OG0007378,1,2,1,2,2,0,1,2,3,2,1,1,2,20
OG0007379,2,1,2,2,1,3,1,2,1,1,2,1,1,20
OG0007380,1,1,4,1,2,3,1,1,1,2,1,1,1,20
OG0007381,2,2,4,1,0,2,1,1,2,1,2,1,1,20
OG0007382,1,1,1,1,1,4,2,1,2,2,1,1,2,20
OG0007383,1,1,1,1,1,3,2,1,2,2,2,1,2,20
OG0007384,1,2,2,1,1,0,1,2,2,2,3,2,1,20
OG0007385,1,2,0,0,1,4,2,1,2,2,1,2,2,20
OG0007386,1,1,1,0,1,1,1,1,4,3,4,1,1,20
OG0007387,1,1,1,1,1,1,1,1,3,3,4,1,1,20
OG0007388,2,1,0,1,1,1,2,3,2,1,2,3,1,20
OG0007389,1,1,1,1,1,2,1,2,1,3,3,1,2,20
OG0007390,1,1,1,1,2,1,2,1,1,2,4,1,2,20
OG0007391,1,1,2,1,1,5,1,2,2,1,1,1,1,20
OG0007392,2,2,2,1,2,1,2,2,1,1,1,1,2,20
OG0007393,1,1,3,1,1,1,2,1,1,3,2,1,2,20
OG0007394,1,1,0,2,3,0,2,1,2,2,2,2,2,20
OG0007395,1,1,1,0,1,1,1,1,1,4,3,2,3,20
OG0007396,1,2,3,1,1,2,1,2,2,2,0,1,2,20
OG0007397,1,1,4,1,1,1,2,1,1,1,2,1,3,20
OG0007398,1,1,2,1,1,0,1,1,1,4,4,1,2,20
OG0007399,2,2,2,1,3,2,2,2,1,1,0,1,1,20
OG0007400,5,2,3,1,1,0,2,0,1,2,1,1,1,20
OG0007401,2,1,1,1,1,3,2,2,1,2,1,2,1,20
OG0007402,1,1,5,1,1,1,1,1,1,1,1,1,4,20
OG0007403,2,1,3,1,1,2,2,2,2,1,1,1,1,20
OG0007404,1,1,0,1,3,2,3,2,2,1,1,1,2,20
OG0007405,1,2,1,1,3,1,3,1,3,0,1,1,2,20
OG0007406,1,1,2,2,1,3,2,1,2,1,1,2,1,20
OG0007407,1,1,0,1,1,2,1,3,1,1,6,1,1,20
OG0007408,3,1,2,2,2,1,2,1,0,1,2,1,2,20
OG0007409,2,2,1,1,2,2,1,2,2,0,2,1,2,20
OG0007410,1,1,1,1,1,5,1,2,1,1,3,1,1,20
OG0007411,1,1,3,1,1,3,2,2,1,1,1,2,1,20
OG0007412,1,0,1,1,1,3,2,0,2,3,3,1,2,20
OG0007413,1,1,0,1,2,2,1,2,1,3,3,1,2,20
OG0007414,2,1,0,1,1,2,1,1,1,3,3,1,3,20
OG0007415,1,2,3,1,1,1,1,2,1,3,2,1,1,20
OG0007416,3,1,2,0,1,0,3,2,1,2,3,1,1,20
OG0007417,3,1,1,0,1,2,1,2,1,3,3,1,1,20
OG0007418,1,1,1,1,1,3,1,1,3,2,0,1,4,20
OG0007419,2,1,1,1,1,2,2,1,2,2,1,2,2,20
OG0007420,1,3,1,0,1,3,3,1,1,1,2,2,1,20
OG0007421,1,1,1,1,1,1,1,1,2,3,2,1,4,20
OG0007422,1,1,1,1,1,0,1,1,1,5,5,1,1,20
OG0007423,1,1,2,1,1,2,1,1,2,4,2,1,1,20
OG0007424,1,2,2,2,1,0,2,2,1,2,2,1,2,20
OG0007425,1,3,1,1,1,2,2,1,1,3,1,1,2,20
OG0007426,1,1,1,1,1,3,1,1,1,1,1,1,6,20
OG0007554,2,1,2,1,1,1,2,1,1,3,2,1,1,19
OG0007555,1,2,2,1,2,2,2,2,1,1,1,1,1,19
OG0007556,1,1,2,1,2,2,2,1,2,2,0,1,2,19
OG0007557,1,1,1,2,2,1,2,1,2,2,2,1,1,19
OG0007558,2,1,1,1,1,1,2,1,2,2,2,1,2,19
OG0007559,2,1,2,1,2,1,2,2,2,1,1,1,1,19
OG0007560,1,2,2,2,1,1,2,1,1,2,1,1,2,19
OG0007561,2,2,1,2,1,0,2,1,2,1,2,1,2,19
OG0007562,2,1,2,1,1,4,1,3,1,2,0,1,0,19
OG0007563,2,2,2,1,2,1,2,2,1,1,1,1,1,19
OG0007564,2,1,3,1,1,2,1,1,1,2,2,1,1,19
OG0007565,1,2,1,1,2,2,2,1,1,2,1,1,2,19
OG0007566,2,1,1,2,1,1,1,1,2,2,3,1,1,19
OG0007567,2,1,1,1,2,2,2,1,2,1,1,1,2,19
OG0007568,1,1,1,1,1,3,2,1,2,2,2,1,1,19
OG0007569,3,1,1,1,1,3,1,2,1,2,1,1,1,19
OG0007570,1,0,2,1,3,1,2,1,1,2,2,1,2,19
OG0007571,1,1,1,0,1,1,2,2,1,5,2,1,1,19
OG0007572,1,1,1,0,1,0,1,2,2,4,4,1,1,19
OG0007573,1,1,2,1,1,0,2,2,2,1,2,2,2,19
OG0007574,1,0,1,1,1,2,1,2,1,2,4,1,2,19
OG0007575,2,0,1,2,1,1,1,1,1,3,1,2,3,19
OG0007576,1,1,3,1,1,1,1,1,1,3,2,2,1,19
OG0007577,1,1,2,1,2,4,1,1,1,1,2,1,1,19
OG0007578,1,1,1,1,1,4,1,2,1,2,2,1,1,19
OG0007579,1,1,1,1,2,1,1,2,1,3,2,2,1,19
OG0007580,4,1,1,1,1,2,1,2,1,2,1,1,1,19
OG0007581,2,1,3,1,1,1,1,1,3,2,1,1,1,19
OG0007582,2,1,1,1,1,1,1,1,2,2,1,1,4,19
OG0007583,4,1,2,1,1,2,1,1,1,1,2,1,1,19
OG0007584,1,1,2,1,1,3,1,2,1,2,2,1,1,19
OG0007585,1,1,6,1,1,1,1,2,1,1,1,1,1,19
OG0007586,3,1,1,0,1,1,1,2,1,3,3,1,1,19
OG0007587,1,1,1,0,1,3,1,3,1,3,2,1,1,19
OG0007588,6,1,1,2,1,1,1,2,1,1,0,1,1,19
OG0007589,2,1,1,1,2,4,1,1,1,2,1,1,1,19
OG0007590,4,2,1,1,1,1,2,1,1,1,1,1,2,19
OG0007591,1,2,2,0,1,3,1,1,2,3,1,1,1,19
OG0007592,2,1,1,0,1,1,1,2,1,5,2,1,1,19
OG0007593,2,1,3,1,1,0,1,1,1,3,3,1,1,19
OG0007594,2,2,2,0,1,0,2,2,1,2,2,2,1,19
OG0007595,1,1,1,1,2,0,2,1,2,3,2,1,2,19
OG0007596,2,1,1,1,1,2,3,1,1,1,1,1,3,19
OG0007597,2,1,2,1,1,3,2,2,1,1,1,1,1,19
OG0007598,2,2,0,2,2,1,2,0,1,2,1,2,2,19
OG0007599,1,2,1,2,2,0,2,1,2,2,1,1,2,19
OG0007600,3,1,0,1,5,2,0,1,0,4,1,1,0,19
OG0007601,1,1,1,1,2,2,1,3,1,1,2,2,1,19
OG0007602,1,1,1,0,0,1,1,2,1,1,6,2,2,19
OG0007603,1,1,1,1,1,1,4,1,2,1,2,2,1,19
OG0007604,1,3,1,1,1,1,1,1,2,3,2,1,1,19
OG0007605,2,1,4,0,1,1,2,1,1,2,2,1,1,19
OG0007607,4,1,2,1,1,2,1,1,1,2,1,1,1,19
OG0007608,1,1,1,1,1,2,1,1,2,3,3,1,1,19
OG0007609,1,1,2,1,1,5,1,1,1,1,1,1,2,19
OG0007610,1,1,3,1,1,3,3,1,1,1,1,1,1,19
OG0007611,1,1,4,1,1,1,1,2,1,0,2,1,3,19
OG0007612,1,1,3,1,3,2,1,2,1,1,1,1,1,19
OG0007613,2,2,0,2,1,1,2,1,2,2,1,1,2,19
OG0007614,2,2,0,1,2,0,2,1,2,3,1,1,2,19
OG0007615,1,2,1,0,2,1,2,2,2,2,2,1,1,19
OG0007616,2,1,1,1,2,1,2,2,2,1,1,1,2,19
OG0007617,2,2,1,2,1,1,1,1,1,4,1,1,1,19
OG0007618,2,1,3,1,2,1,2,1,1,1,1,1,2,19
OG0007619,1,2,1,1,2,1,2,2,2,1,1,2,1,19
OG0007620,1,1,1,1,1,4,2,2,1,1,0,1,3,19
OG0007621,1,1,1,1,1,1,2,1,1,5,1,2,1,19
OG0007622,1,1,2,1,2,1,1,2,2,2,2,1,1,19
OG0007623,1,2,1,1,1,3,1,2,1,3,1,1,1,19
OG0007624,3,2,3,1,1,2,1,1,1,1,1,1,1,19
OG0007625,2,2,1,1,1,2,2,1,3,0,0,2,2,19
OG0007626,1,1,2,1,1,1,1,2,1,3,3,1,1,19
OG0007627,1,1,3,1,1,5,1,1,1,1,1,1,1,19
OG0007628,2,2,0,2,0,2,2,0,2,1,3,1,2,19
OG0007629,2,1,2,1,3,1,2,2,1,1,1,1,1,19
OG0007630,2,1,1,1,2,2,2,2,2,1,1,1,1,19
OG0007631,2,1,1,2,1,1,2,2,1,3,1,1,1,19
OG0007632,1,1,2,1,2,2,1,2,1,1,3,1,1,19
OG0007633,1,1,1,2,1,1,2,2,2,1,2,1,2,19
OG0007634,1,2,0,1,2,0,2,1,2,2,2,2,2,19
OG0007635,1,2,0,0,2,2,2,1,1,3,2,2,1,19
OG0007636,2,2,0,0,2,0,2,1,2,2,2,2,2,19
OG0007637,2,2,1,2,2,2,0,2,1,1,1,1,2,19
OG0007638,3,1,1,2,1,1,1,1,1,2,2,1,2,19
OG0007639,1,1,2,0,1,1,3,2,2,1,3,1,1,19
OG0007640,1,1,1,1,2,2,1,2,1,2,3,1,1,19
OG0007641,1,1,2,1,2,1,2,1,1,2,3,1,1,19
OG0007642,1,1,2,1,1,1,2,2,3,1,1,1,2,19
OG0007643,1,1,1,1,1,1,1,2,1,3,3,2,1,19
OG0007644,1,1,2,1,1,0,3,1,3,0,1,1,4,19
OG0007645,1,1,1,1,2,3,2,1,2,1,2,1,1,19
OG0007646,1,2,1,2,3,1,1,1,1,2,2,1,1,19
OG0007647,1,1,3,1,1,2,3,2,1,1,1,1,1,19
OG0007648,1,2,2,2,2,3,2,1,1,0,0,2,1,19
OG0007649,1,1,2,1,1,1,1,1,2,2,2,1,3,19
OG0007650,1,1,2,4,2,1,1,1,1,1,1,1,2,19
OG0007651,2,2,1,0,1,2,2,2,1,2,1,1,2,19
OG0007652,1,1,1,1,1,1,1,1,1,4,4,1,1,19
OG0007653,1,1,2,1,1,2,1,2,1,2,3,1,1,19
OG0007654,2,1,1,1,2,2,2,1,3,1,1,1,1,19
OG0007655,2,1,1,1,1,1,1,1,3,2,3,1,1,19
OG0007656,1,1,1,1,1,1,2,2,2,3,1,1,2,19
OG0007657,1,1,1,2,1,3,1,2,1,2,2,1,1,19
OG0007658,1,2,4,2,1,1,1,1,2,1,1,1,1,19
OG0007659,1,2,1,1,1,1,1,2,1,2,2,1,3,19
OG0007660,1,1,1,1,2,4,1,1,1,1,2,1,2,19
OG0007661,3,1,4,1,1,0,1,0,1,2,3,1,1,19
OG0007662,1,3,1,1,0,1,1,3,0,3,4,1,0,19
OG0007663,1,2,1,1,1,1,2,2,3,1,1,1,2,19
OG0007664,1,1,1,1,1,4,3,1,1,2,1,1,1,19
OG0007665,1,2,1,1,2,2,1,2,2,1,1,2,1,19
OG0007666,3,1,1,1,1,1,1,1,1,3,3,1,1,19
OG0007667,1,1,1,2,2,2,2,1,2,1,0,2,2,19
OG0007668,3,1,2,1,3,1,1,2,2,0,0,2,1,19
OG0007669,2,1,1,1,1,1,1,1,2,1,1,1,5,19
OG0007670,4,1,1,1,1,1,1,2,1,2,2,1,1,19
OG0007671,2,2,1,2,1,1,1,1,1,2,2,1,2,19
OG0007672,2,1,1,1,2,3,1,2,2,1,1,1,1,19
OG0007673,1,2,1,2,2,2,1,3,1,1,1,1,1,19
OG0007675,2,1,2,1,1,3,1,1,1,1,3,1,1,19
OG0007676,1,0,1,2,1,1,1,3,2,2,1,2,2,19
OG0007677,1,1,1,2,1,2,2,2,2,1,1,1,2,19
OG0007678,1,1,2,1,1,1,1,1,3,2,3,1,1,19
OG0007679,2,1,1,1,1,1,1,1,2,3,3,1,1,19
OG0007680,3,3,1,1,2,0,1,2,2,0,1,2,1,19
OG0007681,1,1,2,1,2,1,2,2,3,1,1,1,1,19
OG0007682,1,1,2,1,2,2,1,1,1,2,2,1,2,19
OG0007683,1,1,1,1,2,3,1,1,3,1,1,1,2,19
OG0007684,1,2,1,2,3,2,1,1,1,2,1,1,1,19
OG0007685,2,1,3,1,1,2,1,1,1,2,2,1,1,19
OG0007686,2,1,3,1,3,1,1,2,1,1,1,1,1,19
OG0007687,2,1,1,0,2,4,2,0,3,1,1,1,1,19
OG0007688,2,1,1,1,1,2,1,3,1,1,1,2,2,19
OG0007689,3,1,1,1,1,1,1,1,1,3,3,1,1,19
OG0007690,1,2,1,1,2,2,2,1,1,1,2,1,2,19
OG0007691,3,1,1,1,1,1,1,3,1,2,2,1,1,19
OG0007692,2,1,2,1,3,1,1,1,3,1,1,1,1,19
OG0007693,2,1,1,1,2,3,2,1,1,0,3,1,1,19
OG0007694,3,1,1,1,2,1,2,1,3,1,1,1,1,19
OG0007695,6,0,1,0,1,2,1,1,1,2,2,1,1,19
OG0007696,1,1,3,1,1,1,2,2,3,1,1,1,1,19
OG0007697,2,1,1,1,2,2,1,1,1,3,2,1,1,19
OG0007698,1,1,2,2,1,2,1,1,2,2,2,1,1,19
OG0007699,1,2,1,1,2,1,2,2,1,2,2,1,1,19
OG0007700,1,2,1,0,2,2,2,1,2,1,1,2,2,19
OG0007701,1,3,1,0,2,0,1,3,1,2,1,3,1,19
OG0007702,2,2,1,1,2,0,1,4,1,1,1,2,1,19
OG0007703,1,2,2,2,1,1,2,1,1,1,1,2,2,19
OG0007704,1,1,4,1,2,2,1,1,1,2,1,1,1,19
OG0007705,2,1,4,1,2,1,1,2,1,1,1,1,1,19
OG0007706,1,1,2,1,1,2,2,1,2,2,2,1,1,19
OG0007707,1,1,1,2,2,2,2,2,1,1,0,2,2,19
OG0007708,1,1,1,1,1,0,2,1,1,3,3,1,3,19
OG0007709,1,1,3,1,2,0,0,3,4,1,1,1,1,19
OG0007710,3,1,1,2,2,1,1,1,1,1,2,1,2,19
OG0007711,2,1,1,1,1,3,1,3,1,1,2,1,1,19
OG0007712,1,1,1,1,1,4,2,1,2,1,1,1,2,19
OG0007713,1,1,1,2,1,1,2,1,2,2,2,1,2,19
OG0007714,1,1,1,2,1,1,1,1,1,5,2,1,1,19
OG0007715,4,1,3,1,1,0,1,2,1,2,1,1,1,19
OG0007716,1,1,0,0,2,1,1,2,1,6,0,2,2,19
OG0007717,1,2,0,0,1,5,1,2,1,2,1,2,1,19
OG0007718,1,0,4,0,3,1,1,4,1,1,1,1,1,19
OG0007719,1,1,1,2,2,2,1,1,1,4,1,1,1,19
OG0007720,2,1,4,1,1,1,1,3,1,1,1,1,1,19
OG0007722,1,2,2,2,1,2,1,1,1,1,2,1,2,19
OG0007723,1,2,0,1,1,0,2,2,1,3,2,2,2,19
OG0007724,3,1,0,1,1,0,1,2,1,4,2,1,2,19
OG0007725,2,1,0,1,2,1,1,1,2,3,1,1,3,19
OG0007726,2,1,1,1,1,1,1,1,2,3,3,1,1,19
OG0007727,1,1,2,1,1,1,2,2,1,2,2,1,2,19
OG0007728,1,1,1,3,1,1,2,1,1,2,3,1,1,19
OG0007729,1,1,3,1,1,1,1,3,1,2,2,1,1,19
OG0007730,2,1,3,1,1,3,2,1,1,1,1,1,1,19
OG0007731,1,1,2,1,1,0,1,1,3,3,3,1,1,19
OG0007732,2,1,3,1,2,2,1,1,1,0,2,2,1,19
OG0007733,2,2,1,1,1,2,2,1,2,1,1,1,2,19
OG0007734,2,2,1,1,1,1,2,2,1,1,2,1,2,19
OG0007735,2,1,1,0,2,1,3,1,2,1,1,2,2,19
OG0007736,3,0,0,2,2,2,2,1,1,2,2,1,1,19
OG0007737,1,1,1,2,3,1,1,2,1,1,1,2,2,19
OG0007738,2,1,3,1,1,2,1,1,1,2,2,1,1,19
OG0007739,2,1,0,1,1,4,1,1,1,2,3,1,1,19
OG0007740,3,2,1,1,1,0,3,2,2,1,1,1,1,19
OG0007741,1,1,1,1,2,0,1,1,1,4,4,1,1,19
OG0007742,2,1,1,1,2,3,1,3,1,1,0,1,2,19
OG0007743,1,1,4,2,1,1,1,1,1,2,2,1,1,19
OG0007744,2,1,3,0,2,2,1,2,1,2,1,1,1,19
OG0007745,1,3,2,1,0,3,1,0,2,2,1,2,1,19
OG0007746,2,2,1,1,2,2,2,1,1,1,2,1,1,19
OG0007747,2,1,2,1,1,3,1,1,1,2,2,1,1,19
OG0007748,1,2,1,3,1,1,2,2,1,1,2,1,1,19
OG0007749,1,1,1,1,2,3,1,2,1,2,1,1,2,19
OG0007750,1,2,1,2,1,0,1,2,2,3,1,1,2,19
OG0007751,3,1,1,1,3,1,2,2,1,1,1,1,1,19
OG0007752,2,2,1,1,2,2,1,1,1,2,1,1,2,19
OG0007753,1,1,1,1,1,1,1,1,1,3,5,1,1,19
OG0007754,2,1,1,1,2,2,1,2,1,1,2,2,1,19
OG0007755,3,1,2,1,1,1,1,1,1,2,2,1,2,19
OG0007756,1,1,3,1,1,3,1,1,1,1,2,1,2,19
OG0007757,3,1,1,1,2,2,1,2,1,1,2,1,1,19
OG0007758,1,1,0,2,2,2,3,1,2,1,1,1,2,19
OG0007759,2,2,1,1,1,2,1,1,2,1,1,1,3,19
OG0007760,1,2,1,1,1,1,4,2,2,1,1,1,1,19
OG0007761,2,1,4,1,1,1,1,2,1,1,1,2,1,19
OG0007762,1,1,2,1,2,1,3,3,1,1,1,1,1,19
OG0007763,3,1,0,1,4,0,2,3,1,2,1,1,0,19
OG0007764,1,2,2,1,1,2,2,1,1,2,2,1,1,19
OG0007765,2,1,1,1,2,2,1,2,2,1,1,1,2,19
OG0007766,1,2,1,2,2,2,2,1,1,1,1,1,2,19
OG0007767,1,2,3,1,1,1,1,1,4,0,2,1,1,19
OG0007768,1,1,1,2,2,2,2,1,1,2,2,1,1,19
OG0007769,5,1,2,1,1,1,2,1,1,1,1,1,1,19
OG0007770,2,1,2,1,1,2,1,2,1,2,2,1,1,19
OG0007771,2,1,2,1,1,2,1,1,1,2,3,1,1,19
OG0007772,1,1,1,3,1,1,2,1,1,2,1,3,1,19
OG0007773,1,1,1,2,1,1,1,1,1,2,4,1,2,19
OG0007774,3,1,1,1,1,1,1,1,1,3,3,1,1,19
OG0007775,1,1,4,1,1,1,2,1,2,2,1,1,1,19
OG0007776,2,1,1,1,2,0,2,2,1,3,2,1,1,19
OG0007777,1,1,1,1,1,1,2,1,1,3,4,1,1,19
OG0007778,2,1,2,0,3,2,1,1,2,4,0,0,1,19
OG0007779,1,1,2,2,1,3,1,2,1,2,1,1,1,19
OG0007780,2,2,1,1,1,1,1,2,3,1,2,1,1,19
OG0007781,2,1,1,2,2,2,1,1,2,2,1,1,1,19
OG0007782,1,1,4,2,2,1,1,2,1,1,1,1,1,19
OG0007783,1,1,1,2,2,1,2,1,2,1,2,1,2,19
OG0007784,3,1,1,1,1,3,1,1,1,2,2,1,1,19
OG0007785,1,1,3,2,2,0,1,2,1,2,2,1,1,19
OG0007786,1,1,0,2,2,1,2,1,2,2,2,1,2,19
OG0007787,3,1,1,2,1,1,1,1,1,5,0,1,1,19
OG0007788,1,1,2,1,1,4,1,2,1,2,1,1,1,19
OG0007789,1,1,4,1,0,4,0,2,0,2,2,1,1,19
OG0007790,3,1,2,1,1,1,1,2,1,2,2,1,1,19
OG0007791,1,1,1,1,2,3,1,1,2,2,2,1,1,19
OG0007792,2,2,2,1,3,1,1,1,2,1,1,1,1,19
OG0007793,4,1,4,1,1,1,1,1,1,1,1,1,1,19
OG0007794,1,1,3,1,1,3,1,1,1,2,1,1,2,19
OG0007795,1,1,3,2,1,3,2,1,1,1,1,1,1,19
OG0007796,3,1,1,1,1,3,1,2,1,1,2,1,1,19
OG0007797,1,1,1,2,2,2,1,3,2,1,1,1,1,19
OG0007798,1,1,2,2,1,2,2,2,1,1,1,1,2,19
OG0007799,1,2,2,1,1,1,1,1,1,2,2,1,3,19
OG0007800,1,1,4,1,1,3,1,1,1,2,1,1,1,19
OG0007801,3,1,2,2,1,1,2,1,2,1,1,1,1,19
OG0007802,1,2,1,2,1,1,1,1,1,3,2,1,2,19
OG0007803,1,1,2,2,2,2,1,1,3,1,1,1,1,19
OG0007804,2,1,4,1,1,1,1,1,1,2,2,1,1,19
OG0007805,1,2,2,1,1,1,3,1,2,2,1,1,1,19
OG0007806,2,1,0,1,1,2,3,1,1,2,2,1,2,19
OG0007807,1,1,1,1,1,3,2,2,2,2,1,1,1,19
OG0007808,1,1,4,1,1,1,1,2,1,2,2,1,1,19
OG0007809,1,1,1,2,1,3,1,2,1,1,1,1,3,19
OG0007810,4,1,1,2,1,1,2,1,1,2,1,1,1,19
OG0007811,1,1,4,1,1,1,2,1,1,3,1,1,1,19
OG0007812,1,1,1,1,2,1,2,1,1,3,2,2,1,19
OG0007813,1,1,1,1,1,2,2,2,2,1,1,2,2,19
OG0007814,1,2,3,2,1,2,1,2,1,1,1,1,1,19
OG0007815,1,1,2,1,1,2,1,2,1,1,1,1,4,19
OG0007816,2,1,1,1,1,2,2,2,2,0,1,2,2,19
OG0007817,1,2,1,2,2,1,2,1,2,1,1,1,2,19
OG0007818,2,2,2,1,1,0,1,4,1,1,2,1,1,19
OG0007819,1,1,1,1,2,0,4,1,1,2,1,2,2,19
OG0007820,1,1,1,1,1,2,1,3,1,3,2,1,1,19
OG0007821,1,1,1,2,2,1,2,2,1,1,1,1,3,19
OG0007822,1,1,1,1,1,3,1,2,1,2,3,1,1,19
OG0007823,1,2,1,1,2,2,2,2,1,2,1,1,1,19
OG0007824,3,1,1,1,1,0,1,3,3,1,0,2,2,19
OG0007825,1,2,1,2,2,1,1,1,2,1,2,1,2,19
OG0007826,5,1,2,2,1,2,1,1,1,0,0,2,1,19
OG0007827,1,2,1,2,1,1,2,1,2,2,0,2,2,19
OG0007828,1,2,2,1,2,1,1,1,2,2,2,1,1,19
OG0007829,1,1,2,2,1,3,1,1,1,1,1,1,3,19
OG0007830,1,1,1,1,2,2,2,2,2,1,1,1,2,19
OG0007831,1,2,0,2,2,0,2,1,1,2,2,1,3,19
OG0007832,1,2,2,1,1,0,1,2,3,2,2,1,1,19
